acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gir_x,gir_y,gir_z,displacement_speed,label
-138,6614,-8642,-20,424,-585,1815,6084,-2783,000.0,Grazing
1548,2640,-11783,-170,343,-562,-217,-5613,2850,000.0,Grazing
-2123,11281,-8961,680,1176,-517,-2541,-2354,2286,000.0,Grazing
-5486,12476,-12520,891,1415,-357,4887,-1691,1911,000.0,Grazing
348,13338,-11299,-417,285,-544,-6937,-369,-4096,000.0,Grazing
-6648,6064,-13240,783,1866,-297,240,-604,2779,000.0,Grazing
-2330,9182,-12300,788,2371,237,-610,935,-3261,001.8,Grazing
-6428,11449,-13222,381,960,-679,-678,2105,-1263,000.0,Grazing
103,8055,-11995,372,442,-432,1219,-3545,-5696,002.6,Grazing
-1193,7625,-13395,367,629,-564,-5405,-4796,-2527,001.7,Grazing
5320,7171,-12917,1234,1407,314,-27,-491,-103,000.0,Standing-Resting
5453,7569,-13201,1226,1330,275,-817,-1535,1587,000.0,Standing-Resting
4714,7361,-12881,1179,1140,120,360,-254,223,000.0,Standing-Resting
1579,3467,-17325,-2,316,-681,1614,-3715,2726,001.8,Grazing
-8695,2998,-16316,-1065,229,-485,-737,-3171,2479,001.7,Grazing
-5624,9608,-14860,-1595,1227,64,-894,-456,-3296,000.0,Grazing
-11885,7921,-18813,-694,529,-589,9150,-6270,1200,001.8,Grazing
-3327,6989,-9955,135,591,-525,-21,-11078,-3279,000.0,Grazing
-730,7663,-13038,110,549,-529,-36,184,114,000.0,Grazing
1857,9795,-13161,-1262,761,-359,-6140,3255,-8158,000.0,Grazing
-3188,8713,-12333,-1177,419,-250,-4602,-1538,-1841,000.0,Grazing
5045,8938,-9340,-980,902,-571,564,-10329,-4038,000.0,Grazing
-153,8833,-15799,-1278,502,-228,2718,6081,2562,000.0,Grazing
-4324,6397,-13483,-383,2541,404,1869,-1426,1257,000.0,Grazing
-3442,5011,-12402,-192,2601,420,-3883,2598,-307,000.0,Grazing
-3857,7059,-13270,-662,2451,459,-1701,4336,739,000.0,Grazing
-2486,3579,-14544,-544,282,-558,-2639,472,-168,000.0,Grazing
-1198,9750,-11558,389,663,-585,-3444,-576,-3770,000.0,Grazing
-980,7556,-14764,225,493,-577,2302,-4440,5357,000.0,Grazing
2520,11488,-12471,-975,2234,243,-5398,282,5798,002.3,Grazing
5256,6998,-14825,-340,2555,630,2869,-4703,2236,003.0,Walking
1921,10664,-9043,-229,2572,334,10,3933,-3519,002.8,Walking
1380,9859,-11371,247,2597,590,-1321,-2407,2978,000.0,Standing-Resting
5537,6166,-14379,1153,1865,655,-692,-921,265,000.0,Standing-Resting
6733,7177,-12296,1147,1875,714,141,-642,422,000.0,Standing-Resting
6556,7197,-12374,1157,1858,694,136,-371,401,000.0,Standing-Resting
7163,7504,-11689,1147,1850,762,143,-321,127,000.0,Standing-Resting
7214,7586,-11642,1139,1860,778,134,-405,293,000.0,Standing-Resting
7322,7472,-11882,1135,1882,771,254,-522,328,000.0,Standing-Resting
7313,7660,-11731,1137,1876,780,61,-524,345,000.0,Standing-Resting
7333,7695,-11872,1152,1827,749,-734,-2758,5505,000.0,Standing-Resting
7296,7553,-11778,1115,1895,781,263,-406,194,000.0,Standing-Resting
7293,7571,-11718,1127,1899,783,236,-390,0,000.0,Standing-Resting
7420,7505,-11722,1124,1924,800,136,-566,382,000.0,Standing-Resting
7183,7482,-11705,1115,1901,789,107,-468,258,000.0,Standing-Resting
7364,7586,-11719,1111,1921,801,196,-426,183,000.0,Standing-Resting
6459,8032,-12006,1171,1806,694,490,-312,213,000.0,Standing-Resting
6479,7846,-12130,1167,1797,698,126,-475,242,000.0,Standing-Resting
2720,8584,-11300,1015,2150,573,1293,-1252,-6089,000.0,Standing-Resting
-357,7202,-15454,-290,2585,557,-1257,-1781,3586,002.5,Walking
-4781,6717,-12002,-232,2580,565,266,-311,1347,000.0,Grazing
-1955,7970,-13827,-381,2556,643,3065,1102,2187,000.0,Grazing
-5156,17399,-15569,149,2609,365,9916,3146,6433,000.0,Grazing
-5421,3902,-18463,-253,2610,448,-786,-2869,-3517,000.0,Grazing
-11321,5352,-10419,-237,2608,423,-6631,2360,-408,000.0,Grazing
1954,4101,-10126,-1293,1889,191,-5912,4718,-1168,000.0,Grazing
318,6300,-17016,-1571,1309,151,-542,2673,-2689,000.0,Grazing
-7132,1087,-14091,-1613,1257,351,4032,-610,2947,000.0,Grazing
-4433,3620,-15461,-1292,1914,311,-2590,-2761,9408,000.0,Grazing
4142,5679,-13666,-1493,1675,440,4445,9454,1063,000.0,Grazing
-3280,4702,-13392,-1524,1523,253,-573,-1898,3277,000.0,Grazing
-7580,8224,-13300,-657,2458,597,632,58,259,000.0,Grazing
-2709,12103,-12720,-440,2541,568,3691,768,2833,000.0,Grazing
-479,4859,-13217,-894,2308,531,-667,-1062,-6134,000.0,Grazing
-4924,7205,-15709,-1047,2198,410,-7530,4775,-4251,000.0,Grazing
-3846,5840,-11460,-1633,910,246,3182,402,1234,000.0,Grazing
-1659,7452,-6718,-1637,935,333,1397,1231,5402,000.0,Grazing
-6325,5159,-12967,-1640,975,374,-98,7271,-736,000.0,Grazing
-799,4473,-14361,-1523,1414,134,3885,-4063,1576,000.0,Grazing
716,6813,-13728,-1416,1577,29,1232,-6162,2791,001.5,Grazing
3213,6599,-10985,-1482,1267,-85,1222,-9117,-1763,001.9,Grazing
-1852,6547,-16131,-970,2189,463,-5108,-1329,-6670,000.0,Grazing
-2624,4401,-10203,-1588,1316,378,5366,2851,7567,000.0,Grazing
-4205,3644,-12136,-1058,2127,437,177,-1241,356,000.0,Grazing
628,11714,-26632,-899,2251,364,6636,-11812,-11394,000.0,Grazing
-6933,2438,-14246,445,587,-527,-2680,-5143,1713,000.0,Grazing
-9377,5048,-13966,785,935,-402,-2102,2238,128,000.0,Grazing
-1645,3633,-11898,-1045,531,-584,2686,-3642,-2129,000.0,Grazing
-6243,11271,-8390,-762,298,-628,2881,-4928,151,000.0,Grazing
-6559,89,-19006,-601,100,-414,-4479,5309,-10168,000.0,Grazing
-5090,4848,-13789,-140,352,-553,2535,250,3672,000.0,Grazing
-5062,9128,-14632,-281,325,-549,-420,-1284,906,000.0,Grazing
-15003,16746,-19916,-804,83,-309,1078,1905,572,000.0,Grazing
-5262,10979,-11520,-1130,202,-198,-16056,-2549,-10710,000.0,Grazing
-5145,6667,-11300,-1058,204,-273,-708,-2141,-1274,000.0,Grazing
-3373,3387,-13939,-906,246,-344,4318,-3541,-2154,000.0,Grazing
2423,8264,-10516,-1033,303,-332,-8168,772,-1860,000.0,Grazing
115,9263,-11750,293,2532,194,-5551,10480,-2917,000.0,Grazing
-4765,9213,-12457,706,2235,-28,-4978,9277,-5895,000.0,Grazing
258,5196,-10281,890,1922,-110,-3947,3356,-3345,000.0,Grazing
-3260,9884,-17241,897,1683,-243,715,-6682,1463,000.0,Grazing
217,3426,-12875,820,2207,112,-3024,-551,1128,000.0,Grazing
-2191,2947,-12643,841,2199,155,6761,-5981,3082,000.0,Grazing
-5720,8308,-13618,675,1629,-533,-6253,14527,-1477,001.8,Grazing
-6775,14909,-10519,701,1228,-519,-5863,1801,-3632,000.0,Grazing
1822,11850,-11619,-656,2431,410,1442,2124,1611,000.0,Grazing
760,3764,-12569,-119,2590,451,3948,-6134,4829,000.0,Grazing
-1703,8573,-16462,706,729,-308,-3631,154,-3217,000.0,Grazing
1268,2205,-12403,721,977,-408,5465,3665,4183,000.0,Grazing
-4304,4159,-14539,938,1807,-150,-484,-185,-5739,000.0,Grazing
-1890,6455,-14743,511,2511,338,2990,-3374,1534,000.0,Grazing
-3467,6740,-13965,438,2534,372,-86,4058,432,000.0,Grazing
-4009,3618,-16518,-329,315,-567,2097,-2440,526,000.0,Grazing
-3607,2854,-12569,-589,126,-425,2311,-152,8558,000.0,Grazing
-11202,4823,-11495,-783,2331,615,956,-489,308,000.0,Grazing
-1423,5604,-10191,-1052,2164,435,596,-5074,1413,001.6,Grazing
-4238,6283,-9831,-913,2261,577,-2364,2792,-1256,000.0,Grazing
-2057,3359,-10547,-937,2253,629,-4138,1072,3896,000.0,Grazing
970,7020,-13493,-865,2254,125,-774,7557,-1452,003.4,Walking
2163,6314,-15729,-863,2277,209,1171,-13323,-1721,003.1,Walking
4248,9053,-13909,-527,2500,489,5353,-2433,-1933,003.4,Walking
4149,5984,-15735,-450,2528,498,-5375,-5056,-1673,003.3,Walking
1440,4940,-17005,2,2595,583,1928,-15585,-2267,003.3,Walking
-2297,2952,-17489,963,1585,-113,-396,-426,1475,000.0,Grazing
-9141,2135,-17884,936,1337,-170,-83,-3821,-1967,000.0,Grazing
-2116,3076,-15354,68,305,-360,4871,-2307,1734,000.0,Grazing
-12147,6565,-16453,225,720,-572,-3957,560,-4491,000.0,Grazing
-14011,10681,-11015,-339,421,-588,-9157,-10638,-4073,000.0,Grazing
-6730,6890,-17099,501,944,-615,2291,1771,3939,000.0,Grazing
-5075,-917,-14663,502,778,-570,12033,-6561,7905,000.0,Grazing
-8212,5789,-18041,-1148,333,-334,696,-4257,-3144,000.0,Grazing
191,6723,-14990,-397,186,-609,-850,272,1649,000.0,Grazing
1859,5620,-10206,-119,212,-584,480,411,1072,000.0,Grazing
-6423,6874,-14761,28,309,-617,-1437,-3465,-3823,000.0,Grazing
-13305,6237,-19943,-469,277,-687,4135,-785,4906,000.0,Grazing
-5862,7436,-11777,-440,269,-673,-596,-1694,1458,000.0,Grazing
-2395,4497,-14036,379,552,-608,611,-2414,2994,000.0,Grazing
-8186,8645,-13023,335,443,-558,3557,-6087,2469,000.0,Grazing
-1378,9918,-16294,88,363,-617,-4839,586,5787,000.0,Grazing
-9798,8797,-12773,-1581,775,205,446,6022,-2331,000.0,Grazing
-7814,12379,-11442,-1370,439,-60,-5324,6822,-4549,000.0,Grazing
-7319,7460,-13677,-331,251,-459,2548,1071,4295,000.0,Grazing
-11450,5416,-14033,-197,444,-581,1128,953,-777,000.0,Grazing
-11480,4243,-16458,-164,454,-585,3852,-3207,-1335,000.0,Grazing
-884,7806,-9072,551,1007,-556,1134,-389,3035,000.0,Grazing
-5543,1978,-12655,102,416,-508,1218,-483,1308,000.0,Grazing
-1561,8275,-5979,540,835,-509,-516,1618,-1563,000.0,Grazing
-6873,3180,-12748,-747,178,-388,-2293,-2307,-1623,000.0,Grazing
-4788,5612,-13512,37,178,-438,5677,-7978,5265,000.0,Grazing
-2143,10588,-6827,590,751,-509,-6141,-2246,-434,000.0,Grazing
-189,2584,-13858,617,551,-353,-28,-5247,1181,002.1,Grazing
-8156,7183,-11413,-1353,439,-216,211,-3357,579,000.0,Grazing
-6050,4597,-14640,-588,142,-454,3131,-7025,1618,000.0,Grazing
-2136,7009,-10440,-1083,179,-282,-444,-6328,12988,000.0,Grazing
2866,2669,-9059,595,990,-469,-784,-599,10857,000.0,Grazing
-9024,8223,-15584,533,1118,-542,1490,1488,-2546,000.0,Grazing
-3562,4674,-13763,161,862,-665,2500,9275,1292,000.0,Grazing
-17574,967,-21130,289,636,-523,4129,2237,3765,000.0,Grazing
-1506,418,-14640,705,915,-365,3676,4923,2793,000.0,Grazing
-6015,4714,-12001,216,759,-607,354,-11236,-973,000.0,Grazing
-16806,11824,-22176,-345,310,-491,4013,-4741,1543,000.0,Grazing
-3467,6364,-18466,-3,517,-569,3497,1433,-1892,000.0,Grazing
-1639,6395,-15152,-347,263,-480,-4314,1023,-625,000.0,Grazing
-256,5285,-9287,-64,440,-559,-2120,-2407,-3663,000.0,Grazing
-6530,11346,-11896,347,895,-610,-524,317,2411,000.0,Grazing
-3053,3677,-13709,-247,353,-527,1584,-5714,7448,000.0,Grazing
-8383,7812,-10883,-442,369,-555,730,-3815,-401,000.0,Grazing
-6529,8905,-15889,-308,518,-618,-564,1633,-3763,000.0,Grazing
-26927,-123,-16961,-138,249,-632,-3537,-9059,-4349,000.0,Grazing
1321,3286,-9202,-552,263,-680,-982,6637,-3104,000.0,Grazing
-12483,4792,-18637,397,673,-852,2853,7851,-258,000.0,Grazing
-246,8901,-14441,502,700,-549,4969,-168,757,002.0,Grazing
30,6074,-14715,-487,277,-606,5964,5333,11993,000.0,Grazing
3018,6464,-15125,189,450,-594,-2285,3209,4066,000.0,Grazing
3450,2609,-10944,937,1040,-228,109,-8363,11200,000.0,Grazing
-4162,12342,-11455,-759,299,-455,-86,1115,-2496,000.0,Grazing
5881,6620,-16845,63,313,-494,-6037,-14941,-5246,003.5,Walking
6829,8605,-14471,317,586,-551,2594,11613,6110,003.8,Walking
4057,3508,-14321,557,2488,334,-666,-1555,768,000.0,Standing-Resting
3086,4878,-14601,-1187,1956,-30,3256,-943,2803,000.0,Walking
3760,4523,-12825,-1178,1917,-118,-4278,-1909,-754,002.1,Walking
3913,7376,-14264,-1064,2096,30,7002,-392,-57,002.3,Walking
7596,7884,-14387,-666,2424,286,7338,-7266,2890,003.8,Walking
1713,6122,-15356,-413,2504,325,-5923,8147,-351,003.4,Walking
3663,2642,-15446,-1120,2123,387,-42,3177,-798,002.6,Grazing
-7466,-48,-14492,-1619,1336,281,487,-6130,-2501,001.8,Grazing
-2875,438,-15948,-1641,1295,364,2766,-1235,3156,000.0,Grazing
-9821,4271,-14635,-1191,2068,435,-1299,-3229,1306,000.0,Grazing
-5140,5659,-13216,-1610,1341,236,-2440,-2137,607,000.0,Grazing
-1325,6053,-14860,-986,2230,366,2269,-573,2685,000.0,Grazing
2416,8922,-11985,-1024,2158,218,-3637,-85,816,000.0,Grazing
414,3682,-8003,-1012,2160,187,-3482,2225,1151,000.0,Grazing
-5472,7853,-13326,-1265,1912,231,-3403,3499,2700,000.0,Grazing
-2066,-1054,-9328,-1164,2034,620,-2569,1194,-4500,000.0,Grazing
-6693,2267,-13918,-666,2413,466,-574,-1589,-5535,000.0,Grazing
-9642,3363,-11963,-1630,909,401,-1138,-3988,941,000.0,Grazing
-1860,1857,-11933,-1504,626,-14,358,1452,-2467,000.0,Grazing
1481,7772,-11760,-103,2578,452,-1606,6754,-9212,000.0,Grazing
-5482,7046,-14479,-1154,2043,426,-412,3483,-4012,000.0,Grazing
-3798,8161,-12705,644,2347,135,1790,-798,621,000.0,Grazing
-3451,8189,-9123,-83,2475,346,1011,1947,2549,000.0,Grazing
-8191,7388,-14027,-159,2467,321,2780,-188,917,000.0,Grazing
-447,7614,-15976,-2,2465,119,-3763,6596,-498,000.0,Grazing
1554,2738,-16762,1016,1590,-377,-1425,6061,-692,000.0,Grazing
72,6876,-12910,1177,1420,-142,-696,-1412,-874,000.0,Grazing
-521,5213,-14049,890,2089,-97,-3124,3956,-7576,000.0,Grazing
1585,2274,-3830,-1150,1950,423,-7749,1070,3319,000.0,Grazing
-2881,4342,-17893,-1100,1999,234,8404,-9949,8720,000.0,Grazing
1807,6052,-11145,-26,2485,162,1869,-523,-2037,001.9,Grazing
-14904,7876,-15738,659,1981,-481,1927,-6353,-3105,000.0,Grazing
-5138,7082,-11019,496,2382,211,386,-1329,3165,002.5,Grazing
-2995,10065,-17345,19,2457,194,-5358,7281,-582,000.0,Grazing
-1431,14535,-15710,-636,2265,-58,-7048,297,-9742,000.0,Grazing
-7518,3743,-15215,850,1974,-112,-991,-7443,1215,000.0,Grazing
-2539,6311,-15131,821,2116,-2,1067,1747,1534,000.0,Grazing
-1351,1996,-10946,944,2209,233,2236,-2926,3813,000.0,Grazing
-15717,4054,-17532,765,2242,-21,2535,-7883,-6092,000.0,Grazing
3670,8050,-7745,644,2424,147,-2766,-6731,-2944,000.0,Grazing
-4484,3187,-16349,870,2028,-107,8519,-3495,7610,000.0,Grazing
-7775,3842,-19765,-1474,1431,87,-928,-2272,-4727,000.0,Grazing
2506,1949,-6656,-1576,1143,422,4888,311,-2112,000.0,Grazing
-7706,631,-13120,-1137,1907,404,6072,-2342,642,000.0,Grazing
-2678,3445,-12265,-1135,1915,323,2765,6458,-819,000.0,Grazing
-6216,2965,-10791,-477,2352,242,-413,8368,928,000.0,Grazing
-8054,5597,-16921,-1465,1453,23,6147,-7005,-5182,000.0,Grazing
-7873,5208,-14164,-1543,1302,256,2027,-1648,2047,000.0,Grazing
-5704,9094,-15416,355,729,-653,-3054,8307,-976,000.0,Grazing
-6272,3160,-21434,189,424,-573,-2838,33,-10735,000.0,Grazing
-10044,-86,-13572,79,687,-752,1319,-10354,-5649,000.0,Grazing
-1874,4523,-13597,-93,375,-646,2672,-3688,3724,000.0,Grazing
623,4337,-10124,-353,315,-627,4776,4541,5595,000.0,Grazing
-2683,3977,-10550,-209,280,-597,2766,886,2449,000.0,Grazing
-1807,2012,-10423,97,485,-593,2360,133,527,000.0,Grazing
1263,4777,-12581,220,516,-556,7504,4474,10347,000.0,Grazing
-7278,8836,-18204,-748,211,-575,5404,2267,525,000.0,Grazing
-11528,5097,-14127,-420,110,-547,-401,-2786,2456,000.0,Grazing
-6096,17559,-12657,-1108,219,-386,8298,-1731,9154,000.0,Grazing
-8172,4542,-14624,-894,160,-476,-4628,-7135,-14,000.0,Grazing
-5573,4982,-15622,-784,175,-537,1276,2144,7673,000.0,Grazing
-16781,9952,-19985,650,893,-643,-1406,-5927,-38,000.0,Grazing
-6550,3759,-14521,759,1522,-457,1561,-917,-1021,000.0,Grazing
2732,6804,-13875,1091,1043,37,-864,-1885,8978,000.0,Grazing
-2265,10528,-11582,106,393,-630,-7345,-1657,3706,000.0,Grazing
-4591,2490,-16761,340,541,-544,-1074,1198,-4771,000.0,Grazing
-14162,10270,-16534,300,619,-590,1584,-1286,-1971,000.0,Grazing
3219,10865,-13140,608,984,-545,5334,2013,4172,000.0,Grazing
-14109,11255,-14632,51,23,-355,-11841,-5789,-6944,002.1,Grazing
-28109,14366,-21409,333,848,-790,2264,6501,299,000.0,Grazing
-5698,3196,-14465,803,1398,-544,-2967,3550,-1948,000.0,Grazing
-9446,7905,-14721,663,950,-610,2458,-350,612,000.0,Grazing
-5728,5375,-16067,121,368,-682,2529,-778,1673,000.0,Grazing
-11125,15569,-15883,-119,184,-609,-4157,629,-293,000.0,Grazing
-8258,-1088,-14164,265,500,-702,5855,-10983,258,000.0,Grazing
-8613,8356,-16190,180,423,-689,-3439,2752,-4464,000.0,Grazing
-4883,7237,-10311,699,995,-597,2052,619,665,000.0,Grazing
-8901,4667,-13869,285,744,-778,4542,-3413,3347,000.0,Grazing
-3710,10037,-12345,75,412,-707,-548,245,-1518,000.0,Grazing
-5996,5680,-12862,520,792,-659,23,-2877,245,000.0,Grazing
-16076,7191,-20458,314,889,-1023,850,488,-349,000.0,Grazing
-9523,11454,-13852,316,660,-977,2860,1087,1172,000.0,Grazing
916,4410,-12892,-714,240,-454,-3194,3094,-9851,000.0,Grazing
-3757,7117,-11090,-196,373,-552,-4821,2303,-3195,000.0,Grazing
-1407,2701,-17469,-547,80,-457,2406,-35,3360,000.0,Grazing
-1846,11121,-18357,-765,313,-574,-505,3964,-811,000.0,Grazing
-3755,6668,-10385,-370,158,-539,-2826,-3,2455,000.0,Grazing
780,11287,-19735,-858,106,-393,6958,-4250,5587,000.0,Grazing
-6088,4387,-19509,-686,180,-486,4248,781,2014,000.0,Grazing
433,6715,-10388,452,499,-460,3849,19950,-13490,000.0,Grazing
-2592,11042,-10401,-532,266,-588,3290,4483,-3104,000.0,Grazing
-2566,5820,-12777,-399,221,-534,-3084,-2252,-2026,000.0,Grazing
-14203,1931,-18566,305,622,-619,4823,2497,3577,000.0,Grazing
1372,4357,-13026,-1239,394,-315,590,920,-2204,000.0,Grazing
-16361,7556,-25919,-1529,1003,-75,-1242,-6096,-12710,000.0,Grazing
-13551,-3645,-30663,-1406,1669,164,1066,-7273,-1949,000.0,Grazing
-7340,9113,-14370,-1573,1099,103,-636,4930,4097,000.0,Grazing
-543,2280,-12805,-1601,829,165,-5000,1352,-2844,000.0,Grazing
-9475,2993,-19681,-1208,358,-296,-1864,4375,-1051,000.0,Grazing
-4083,6558,-13441,-932,2247,472,4267,-1490,5175,000.0,Grazing
-3661,3445,-13372,89,2613,499,-28,94,2917,000.0,Grazing
-4620,4881,-13761,-1181,419,-356,-924,-4835,-2736,000.0,Grazing
-7004,11546,-14833,-1165,427,-372,441,-2947,616,000.0,Grazing
-10648,7256,-17962,312,595,-630,1493,-2578,149,000.0,Grazing
-4887,8481,-12038,893,1378,-391,-3826,2366,-3505,000.0,Grazing
-6118,6449,-9073,422,652,-494,-4496,-1320,-2472,000.0,Grazing
-2165,11662,-10975,619,1030,-502,3259,-13385,-4934,000.0,Grazing
-5629,6802,-16692,511,858,-536,-239,-3780,379,000.0,Grazing
-7730,8392,-19975,544,897,-681,5302,4085,2931,002.0,Grazing
-3257,-7103,-19027,886,1517,-430,2806,-8410,-6213,000.0,Grazing
-220,3873,-11362,-1,154,-533,2797,-2650,10111,000.0,Grazing
-244,1596,-14752,-1248,355,-368,-558,-1657,-2179,000.0,Grazing
2234,5729,-10833,-1220,345,-371,1630,7058,2023,000.0,Grazing
-257,12812,-12625,-28,452,-774,-27,4727,977,000.0,Grazing
-12071,8801,-15314,-1619,901,211,-1426,-2002,418,000.0,Grazing
-4133,9356,-10920,-1326,463,-293,-6320,-4385,-7371,000.0,Grazing
-5008,10228,-10261,-999,2155,335,677,-4371,73,000.0,Grazing
-6546,2500,-12521,-1320,1799,366,1503,-2808,2265,000.0,Grazing
-2586,4636,-12783,-1215,1935,334,-12078,-11556,-6512,000.0,Grazing
-2114,7081,-12756,-1387,1697,341,-5056,4966,-7674,000.0,Grazing
-14947,1999,-18149,-69,2578,128,-366,1038,215,000.0,Grazing
-6879,3944,-15626,464,2537,247,317,-5704,2081,000.0,Grazing
-9224,5189,-14673,469,2481,66,3002,-10137,679,000.0,Grazing
1017,7075,-16673,-1258,82,-471,4872,-8861,6807,000.0,Grazing
-1337,5338,-16886,-1402,424,-565,-1120,-2955,-1413,000.0,Grazing
500,1456,-19827,-437,37,-864,426,3788,-6244,000.0,Grazing
-2755,4727,-14300,608,1248,-904,4541,4449,5225,000.0,Grazing
-29,4201,-13406,-127,2384,-22,-374,3083,-3105,001.6,Grazing
-2415,6044,-7358,-2,2544,319,234,3718,585,000.0,Grazing
-2023,3357,-9867,471,2421,80,1548,-72,2630,000.0,Grazing
2923,5271,-9111,-186,2567,417,838,549,-4310,000.0,Grazing
-16121,4691,-18413,-822,2309,544,4200,2706,-2711,000.0,Grazing
50,657,-11129,-1115,2074,408,-1772,3153,-7037,000.0,Grazing
-1014,17,-14177,-1350,1878,403,1943,-3239,8798,000.0,Grazing
-5482,7043,-13648,-1212,2055,608,3783,-4118,-577,000.0,Grazing
1789,5714,-9469,-1622,1301,336,1480,5701,-4235,000.0,Grazing
-3942,1752,-16073,-1344,1894,458,-3425,-4870,-3355,000.0,Grazing
-2926,3704,-15938,-1569,1419,241,-962,3244,-1047,000.0,Grazing
-3047,7080,-15232,-1563,1321,117,-2362,-3428,-3873,000.0,Grazing
662,5040,-15265,-1350,841,-299,325,2584,-3299,000.0,Grazing
1650,6252,-16713,-1366,757,-269,551,1234,200,000.0,Grazing
-7107,1322,-19621,-1588,1208,317,-15864,-4938,-19064,001.7,Grazing
-2272,9023,-15003,-1342,1785,118,-1703,-2695,-2658,000.0,Grazing
-4172,7062,-10843,-1435,444,-29,-4814,-1389,-1782,000.0,Grazing
-6615,5881,-12962,-1600,1002,164,-248,2865,1428,000.0,Grazing
-2632,5538,-12494,-1386,1848,498,-5575,-3423,-7164,000.0,Grazing
-68,6231,-15824,-1524,1587,328,-5746,8774,-6874,000.0,Grazing
-2128,8483,-12472,-1596,1359,242,-7783,7153,-3402,000.0,Grazing
-1513,5897,-6968,351,2451,49,-2352,9630,-5308,000.0,Grazing
2953,4177,-13128,-561,190,-538,-3398,15975,3486,000.0,Grazing
-5584,6201,-11922,-90,292,-607,1951,146,2693,000.0,Grazing
-5023,5469,-16226,-1561,651,-363,1431,-3563,-4618,000.0,Grazing
528,2118,-13845,-1561,640,-163,4759,4162,2743,000.0,Grazing
-3854,4346,-11758,-1105,146,-519,2764,-933,-1359,000.0,Grazing
-5277,9206,-11555,-576,1067,10,609,-934,-1001,000.0,Grazing
-3024,8812,-12596,-641,1062,-232,219,539,1592,000.0,Grazing
-3511,11840,-10973,-793,877,-162,120,-1298,-1144,000.0,Grazing
-7443,10524,-11686,-908,640,2,-6189,-3177,-6131,000.0,Grazing
-7502,5483,-12186,1199,667,-1314,-1905,-530,-1237,000.0,Grazing
-5006,9627,-9528,729,-173,-1556,-1021,-102,-1529,000.0,Grazing
-9252,8358,-7938,414,-354,-1578,-5851,-2463,-754,000.0,Grazing
-10075,8821,-13612,74,-516,-1535,-2342,1367,2119,000.0,Grazing
-4805,9626,-9906,-517,-484,-1356,498,-288,-322,000.0,Grazing
-9288,16113,-13239,185,-568,-1500,-5948,-3510,-682,000.0,Grazing
-8166,9815,-13679,240,-545,-1508,-3293,4012,-7504,000.0,Grazing
4068,8421,-12623,713,1591,-167,182,-328,84,000.0,Standing-Resting
4392,7965,-12808,698,1596,-165,370,-502,-129,000.0,Standing-Resting
-7148,11809,-11042,-383,-565,-1392,1301,-771,-48,000.0,Grazing
-5723,11576,-10565,-122,-586,-1469,-80,1464,118,000.0,Grazing
-6753,8385,-10898,488,-310,-1580,1660,-2217,3024,000.0,Grazing
-6367,10754,-8678,1064,364,-1457,1917,893,-4826,000.0,Grazing
-9992,8638,-12020,1234,578,-1308,2467,-388,1425,000.0,Grazing
-2933,9248,-10387,957,-114,-1460,-136,-846,-673,000.0,Grazing
5497,8751,-11830,240,-485,-1539,194,-450,287,000.0,Standing-Resting
