acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gir_x,gir_y,gir_z,displacement_speed,label
7592,8975,-10168,784,665,391,-694,1374,-374,000.0,Lying-Ruminating
8612,8418,-10328,778,665,397,294,1897,-117,000.0,Lying-Ruminating
8563,7057,-10581,777,697,457,657,816,-143,000.0,Lying-Ruminating
7789,6964,-10490,792,644,456,125,786,-683,000.0,Lying-Ruminating
8607,8582,-9834,785,681,445,-283,1407,-765,000.0,Lying-Ruminating
9886,5634,-10108,807,513,505,794,1031,-683,000.0,Lying-Ruminating
9695,4710,-10915,823,540,500,-107,743,289,000.0,Lying-Ruminating
9696,5488,-10413,810,501,489,629,1067,-585,000.0,Lying-Ruminating
10161,4404,-11175,808,560,486,28,1016,676,000.0,Lying-Ruminating
9153,5514,-10470,799,579,491,99,1379,-501,000.0,Lying-Ruminating
9143,5441,-11376,779,712,462,-534,348,1453,000.0,Lying-Ruminating
9049,7443,-10397,767,728,446,942,881,-493,000.0,Lying-Ruminating
6272,7974,-11201,757,771,342,166,748,217,000.0,Lying-Ruminating
6755,9000,-10408,757,789,345,-1130,1124,-34,000.0,Lying-Ruminating
8320,7345,-10614,789,671,427,15,908,121,000.0,Lying-Ruminating
8294,7380,-10488,784,660,455,-122,599,458,000.0,Lying-Ruminating
8315,7711,-10390,782,654,434,618,995,-507,000.0,Lying-Ruminating
8525,7285,-10933,807,673,431,814,679,741,000.0,Lying-Ruminating
8235,7631,-10493,802,631,414,-712,1049,-205,000.0,Lying-Ruminating
9161,6738,-11351,790,632,440,494,735,868,000.0,Lying-Ruminating
9322,7437,-11024,753,723,484,-551,654,1172,000.0,Lying-Ruminating
8023,7508,-10482,766,743,480,-123,731,413,000.0,Lying-Ruminating
7640,6978,-10861,752,699,446,-886,692,339,000.0,Lying-Ruminating
7624,7199,-10870,777,711,477,666,984,-470,000.0,Lying-Ruminating
9332,8195,-10325,756,697,438,-1212,926,45,000.0,Lying-Ruminating
8419,7450,-10174,776,706,449,-133,914,291,000.0,Lying-Ruminating
8582,6485,-10979,764,674,445,-453,962,309,000.0,Lying-Ruminating
8534,7795,-10165,803,703,428,-503,1174,-234,000.0,Lying-Ruminating
8748,7588,-10173,798,661,476,-579,1332,-387,000.0,Lying-Ruminating
8802,7424,-10190,792,687,449,-135,867,-23,000.0,Lying-Ruminating
8942,7559,-10526,766,639,493,154,973,-18,000.0,Lying-Ruminating
8692,6639,-10663,736,685,493,19,980,243,000.0,Lying-Ruminating
8987,7039,-10192,787,692,527,347,380,344,000.0,Lying-Ruminating
9053,7491,-10147,771,672,483,123,1350,-191,000.0,Lying-Ruminating
9040,7132,-9986,755,709,522,-219,1069,103,000.0,Lying-Ruminating
8982,6436,-10528,773,669,469,-153,887,3,000.0,Lying-Ruminating
8732,7138,-10221,765,658,464,-271,735,360,000.0,Lying-Ruminating
8701,7645,-10322,796,678,479,1493,1033,-220,000.0,Lying-Ruminating
9146,6200,-10940,723,740,470,-773,28,1350,000.0,Lying-Ruminating
8549,7703,-10077,769,716,508,-165,649,692,000.0,Lying-Ruminating
8089,7601,-10410,749,703,458,-374,298,652,000.0,Lying-Ruminating
8927,7597,-10269,746,668,463,1061,1186,-226,000.0,Lying-Ruminating
8400,6385,-10536,757,721,502,365,52,1417,000.0,Lying-Ruminating
9038,7437,-10351,760,692,469,221,1185,26,000.0,Lying-Ruminating
8269,6406,-10700,765,696,468,487,417,331,000.0,Lying-Ruminating
8459,7928,-10124,766,686,469,-978,1025,-105,000.0,Lying-Ruminating
8552,6664,-10803,768,679,443,329,117,1376,000.0,Lying-Ruminating
8483,6543,-10703,769,676,458,219,984,-184,000.0,Lying-Ruminating
8507,8249,-9457,735,728,581,-289,595,-553,000.0,Lying-Ruminating
8125,8486,-9487,772,695,512,-43,1546,-1170,000.0,Lying-Ruminating
7827,7707,-11003,793,675,378,-263,1333,18,000.0,Lying-Ruminating
4926,12597,-10657,391,1043,649,-1256,2959,2924,000.0,Lying-Ruminating
9615,7093,-10102,707,737,550,-74,979,391,000.0,Lying-Ruminating
9493,7762,-9584,725,759,545,266,705,246,000.0,Lying-Ruminating
9484,7361,-9784,734,724,538,360,908,138,000.0,Lying-Ruminating
9595,6586,-10063,704,760,531,-642,1234,-8,000.0,Lying-Ruminating
9503,6916,-9843,734,735,539,-37,806,325,000.0,Lying-Ruminating
9290,7222,-9916,724,732,569,-14,669,-42,000.0,Lying-Ruminating
9359,6822,-10117,737,717,516,-43,1084,-18,000.0,Lying-Ruminating
8975,7242,-10345,727,741,524,-841,650,1158,000.0,Lying-Ruminating
9129,7920,-10163,724,748,522,350,671,520,000.0,Lying-Ruminating
8309,8186,-10051,734,783,363,342,1334,-280,000.0,Lying-Ruminating
7931,8183,-10269,773,770,402,-1369,1352,-472,000.0,Lying-Ruminating
8109,8672,-10276,738,755,402,-1163,1461,-515,000.0,Lying-Ruminating
8048,6339,-11145,782,683,432,444,673,98,000.0,Lying-Ruminating
8925,7557,-10626,748,687,443,72,1008,239,000.0,Lying-Ruminating
8465,7141,-10976,765,665,438,365,612,1067,000.0,Lying-Ruminating
8287,6983,-10534,736,716,464,507,679,735,000.0,Lying-Ruminating
8432,7650,-10291,740,717,473,10,934,98,000.0,Lying-Ruminating
9075,7288,-10323,694,718,506,-197,405,720,000.0,Lying-Ruminating
7727,7589,-10498,714,738,462,120,1292,-922,000.0,Lying-Ruminating
8311,7337,-10641,723,740,490,43,573,423,000.0,Lying-Ruminating
8465,6560,-10734,749,682,461,466,486,472,000.0,Lying-Ruminating
7392,-1408,-12163,582,-636,286,1462,-595,-8621,000.0,Lying-Ruminating
9377,6368,-10946,777,634,449,-80,1006,700,000.0,Lying-Ruminating
9490,6594,-10813,782,640,453,84,1019,416,000.0,Lying-Ruminating
9292,6999,-10219,778,628,444,-69,1176,-530,000.0,Lying-Ruminating
7846,6605,-11025,773,627,411,234,70,1071,000.0,Lying-Ruminating
8253,7110,-10780,795,627,396,36,1113,-393,000.0,Lying-Ruminating
8059,6340,-11006,806,612,421,-23,939,652,000.0,Lying-Ruminating
8343,7798,-10101,768,657,423,-76,959,-342,000.0,Lying-Ruminating
8639,7299,-10468,801,644,427,357,824,84,000.0,Lying-Ruminating
8839,6908,-10686,788,647,439,-62,898,56,000.0,Lying-Ruminating
9084,7125,-9990,727,681,507,-354,1082,-152,000.0,Lying-Ruminating
9240,7456,-9699,751,682,490,70,1058,-185,000.0,Lying-Ruminating
9120,6967,-10156,718,668,491,654,542,564,000.0,Lying-Ruminating
9352,7238,-10215,736,704,530,-257,1019,253,000.0,Lying-Ruminating
8373,8703,-9610,302,-568,-763,180,863,65,000.0,Standing-Resting
8486,8666,-9538,315,-521,-747,71,912,174,000.0,Standing-Resting
8506,8860,-9606,327,-536,-748,157,900,63,000.0,Standing-Resting
8474,8653,-9628,328,-530,-745,113,851,153,000.0,Standing-Resting
8499,8610,-9673,339,-547,-748,20,843,98,000.0,Standing-Resting
8983,11577,-8222,305,-491,-840,-1623,-2065,-206,002.8,Walking
4100,9361,-12377,321,-343,-882,-2705,2454,570,002.4,Walking
7450,9479,-8766,369,-484,-727,2251,3547,-3162,002.3,Walking
8390,8052,-9954,494,-537,-559,-360,610,483,000.0,Standing-Resting
8474,8573,-9495,514,-547,-568,-8,916,92,000.0,Standing-Resting
8537,8570,-9280,458,-547,-579,-381,292,1292,000.0,Standing-Resting
8844,8005,-9764,361,-618,-657,-80,831,146,000.0,Standing-Resting
8741,8251,-9744,327,-586,-692,-58,767,260,000.0,Standing-Resting
8634,7875,-9907,276,-615,-730,-108,537,470,000.0,Standing-Resting
8486,7994,-9981,224,-620,-774,11,894,-12,000.0,Standing-Resting
8631,7964,-9974,211,-611,-787,-83,896,163,000.0,Standing-Resting
8553,7754,-10177,126,-662,-808,-30,918,98,000.0,Standing-Resting
6893,9928,-8873,887,466,153,-2700,-803,2544,000.0,Standing-Resting
6375,9089,-10588,-121,-473,-1040,298,930,-74,000.0,Standing-Ruminating
5291,11040,-12077,173,-502,-859,-2400,-710,-942,000.0,Standing-Ruminating
4730,9770,-11017,153,-456,-940,-239,1189,-55,000.0,Standing-Ruminating
3516,7222,-10874,271,-560,-815,-2683,106,1638,002.7,Walking
3275,9784,-13848,359,-431,-797,1427,-4212,-4600,002.5,Walking
7075,8947,-10182,-1195,546,-869,-90,1106,-3,000.0,Standing-Resting
7070,8657,-10395,-869,-65,-1133,1317,2025,-2112,000.0,Standing-Resting
6421,8765,-10706,-241,-482,-1045,-108,694,480,000.0,Standing-Resting
6731,8761,-10527,-342,-461,-1078,70,1069,-31,000.0,Standing-Resting
6966,8923,-9850,-562,-227,-1118,-1147,-429,1240,000.0,Standing-Resting
6897,9483,-10109,-699,-148,-1156,109,772,265,000.0,Standing-Resting
6621,9683,-9914,-697,-129,-1150,32,933,190,000.0,Standing-Resting
6275,9307,-10636,-870,-84,-1114,-808,-1440,3161,000.0,Standing-Resting
5905,8895,-11114,-1274,908,-478,-1604,-1186,2997,000.0,Standing-Resting
5786,8972,-10906,-1200,1041,-367,-56,943,-54,000.0,Standing-Resting
6087,9032,-10602,-1270,549,-786,225,843,-87,000.0,Standing-Resting
5773,8796,-11159,-1103,85,-1004,126,931,255,000.0,Standing-Resting
5694,8766,-11108,-1120,93,-1003,65,740,139,000.0,Standing-Resting
5729,9758,-10331,-354,-401,-1056,1027,2309,-1728,000.0,Standing-Resting
5923,9319,-10548,-139,-484,-1014,-59,927,77,000.0,Standing-Resting
5956,9513,-10534,-118,-475,-1028,70,835,176,000.0,Standing-Resting
5537,8075,-11709,-1275,903,-537,487,1521,-1010,000.0,Standing-Resting
3592,9376,-10402,-1393,329,-740,-1499,2761,-2490,000.0,Standing-Resting
-775,11413,-13732,-977,1294,497,1377,-2521,-6092,000.0,Grazing
-6653,9692,-10492,-1325,889,294,1007,-5073,1560,000.0,Grazing
1095,8733,-9860,-1081,1207,464,39,1822,3127,000.0,Grazing
-341,11418,-9944,-493,1501,747,113,10274,-2299,000.0,Grazing
-4558,13182,-16274,-1331,326,-454,-1925,-5543,1436,000.0,Grazing
-3039,12519,-11320,-1350,778,59,-2293,-3904,-833,000.0,Grazing
-4955,5549,-14396,-1314,921,322,3482,6456,1592,000.0,Grazing
489,14078,-8599,-1340,219,-358,1198,1323,-1659,000.0,Grazing
-207,10631,-10354,-37,-322,-1065,-849,582,-1654,000.0,Grazing
-200,8416,-11587,-273,-387,-1049,1099,557,1342,000.0,Grazing
-550,13816,-8421,547,27,-1007,1164,-107,1227,000.0,Grazing
2274,10711,-13276,335,-318,-973,-1113,-383,-482,000.0,Grazing
5224,9494,-11242,620,-373,-818,1149,1260,1930,000.0,Grazing
5310,10457,-10775,599,-373,-827,-148,-1222,2167,000.0,Grazing
4845,8417,-10205,389,-466,-888,-2370,-1486,-1687,000.0,Grazing
1188,11665,-10780,-1394,392,-281,754,2112,4934,000.0,Grazing
1356,11462,-10804,-1208,270,-586,-1088,448,5190,002.0,Grazing
2054,9074,-7984,-1150,658,-567,397,2724,-3918,002.4,Grazing
-1566,13043,-10420,-1455,381,-160,977,-1082,2500,000.0,Grazing
550,5997,-5929,-1491,454,52,-860,4061,-315,000.0,Grazing
876,9602,-10206,-1345,257,-389,344,-2374,1608,000.0,Grazing
-8888,12188,-13492,-1355,110,-459,-2156,-673,-1508,000.0,Grazing
-4593,7478,-16118,-999,-129,-800,154,-317,-2415,000.0,Grazing
-8178,6732,-13704,-1288,-198,-566,8862,-19676,2823,000.0,Grazing
-2580,21226,-10449,-1253,-81,-694,-1463,1365,98,000.0,Grazing
1734,15277,-9671,-1127,756,-234,5137,993,1898,000.0,Grazing
-2708,13384,-11776,-973,190,-741,-254,1114,-2622,000.0,Grazing
-357,17164,-8268,-1185,524,-352,-81,87,-3048,000.0,Grazing
1638,9859,-9097,-1017,217,-652,892,-25,4594,000.0,Grazing
-990,9985,-8932,-893,-35,-705,-2356,9518,-3647,000.0,Grazing
3873,7422,-7729,-856,-3,-735,-2772,-2549,-1359,000.0,Grazing
2119,12033,-13565,-967,-382,-1046,-2295,1735,-6728,000.0,Grazing
1012,9703,-11648,-1124,138,-741,-713,-2172,-2666,000.0,Grazing
-8512,23888,-624,-1225,-7,-649,10078,9241,-1317,000.0,Grazing
7394,9086,-9953,-624,87,-1057,1598,2671,-944,000.0,Standing-Resting
7481,9243,-9844,-532,71,-1082,75,927,129,000.0,Standing-Resting
2009,12598,-9731,-1023,-79,-824,-1169,-328,-2159,000.0,Grazing
-759,12209,-8277,-119,-410,-1025,-2103,4382,-1785,000.0,Grazing
588,2579,-4999,-804,-320,-808,2470,2009,1181,000.0,Grazing
1216,11344,-13455,1144,713,-190,1987,-2329,2239,000.0,Grazing
7533,9717,-9290,763,-410,-647,283,1012,47,000.0,Standing-Resting
9568,8878,-9907,1013,-431,-270,1509,4303,-988,000.0,Standing-Resting
10836,7442,-7844,1217,-159,409,249,1246,-148,000.0,Standing-Resting
8863,10108,-7894,1256,-93,98,190,971,113,000.0,Standing-Resting
8394,10158,-8265,1252,-99,78,-13,641,653,000.0,Standing-Resting
8129,11265,-7792,1215,428,601,752,1863,-1084,000.0,Standing-Resting
7800,10018,-8450,1296,141,253,-1596,-937,2562,000.0,Standing-Resting
8941,9388,-8266,770,-388,-614,-303,574,399,000.0,Standing-Resting
8590,9727,-8375,753,-420,-670,206,944,231,000.0,Standing-Resting
-3537,6541,-12457,1121,607,-327,2111,-1242,-6387,000.0,Grazing
-4820,10946,-13284,1004,1043,-85,535,-951,-109,000.0,Grazing
14,6864,-15081,1034,925,23,3633,5789,4124,000.0,Grazing
-1597,10623,-9527,816,292,-820,2570,4668,-1592,000.0,Grazing
747,15248,-6952,-1126,-46,-713,-3064,4917,3845,000.0,Grazing
2543,4104,-9689,-1140,-78,-647,-135,-3551,3848,000.0,Grazing
-4544,12297,-9417,-825,-37,-935,4580,11554,-4413,000.0,Grazing
-4906,13462,-9134,-449,-453,-942,-5995,3288,3580,000.0,Grazing
738,5966,-9859,-504,-158,-1054,2158,1162,6189,000.0,Grazing
-5176,13522,-9305,-189,-311,-1061,-966,1659,2204,000.0,Grazing
-2022,8130,-9407,-701,-345,-924,-546,-4008,-1951,000.0,Grazing
-6016,13484,-9469,-629,-150,-1013,-2193,172,-529,000.0,Grazing
-6112,10864,-12348,-495,-269,-1034,-174,2582,-2881,000.0,Grazing
683,12646,-7796,-180,-79,-1130,711,4872,-1822,000.0,Grazing
-1107,10641,-11203,-831,-35,-916,450,-2261,1612,000.0,Grazing
1130,9723,-13072,-1040,84,-793,661,-3026,2721,000.0,Grazing
2073,9507,-10912,-1222,189,-626,650,-2751,-283,000.0,Grazing
5347,10086,-11948,-84,-323,-1034,54,5391,1114,002.0,Grazing
-2617,9361,-9258,-551,-302,-967,3123,-3501,-446,000.0,Grazing
-1202,16494,-9515,-1027,-116,-763,1239,804,2448,000.0,Grazing
2750,11291,-2826,-773,-381,-838,7763,7473,4078,000.0,Grazing
-2042,6216,-8656,-782,-180,-913,-148,4050,-1318,000.0,Grazing
1922,11859,-7529,-1110,-115,-638,-3856,7715,-5338,000.0,Grazing
-819,10042,-11635,-497,-347,-972,-3197,-1083,2656,000.0,Grazing
1595,11253,-9006,-441,-227,-1032,912,3625,-1030,000.0,Grazing
3055,13241,-10393,-241,-282,-1031,896,822,4784,000.0,Grazing
2153,9068,-11086,840,-25,-740,-4450,2781,1236,000.0,Grazing
-5423,12980,-12661,-1311,347,-463,3150,-969,-2758,000.0,Grazing
-4571,12339,-11552,-1405,629,-68,2954,-3518,-4244,000.0,Grazing
-726,9938,-8307,-1410,425,-264,-4063,991,-3053,000.0,Grazing
2599,10934,-10387,-1277,621,-524,-2520,3963,-770,000.0,Grazing
6312,10485,-9241,1240,12,-27,3762,4314,-6287,000.0,Standing-Resting
6359,10209,-9683,1189,689,463,148,833,198,000.0,Standing-Resting
5187,10601,-9219,1120,774,495,-1593,-2390,3942,000.0,Standing-Resting
6279,9481,-9965,836,-320,-582,-1074,-2663,3646,000.0,Standing-Resting
8046,9009,-9456,-211,-147,-1101,-668,184,1489,000.0,Standing-Resting
8169,9505,-9006,-154,-129,-1108,192,1063,54,000.0,Standing-Resting
8218,9474,-9222,-150,-193,-1087,367,1070,-72,000.0,Standing-Resting
47,14319,-11051,-1374,749,-66,2934,2825,-121,000.0,Grazing
2273,10925,-9801,-1154,198,-685,-1317,4534,-9150,000.0,Grazing
-649,11206,-12361,-841,-28,-928,-3816,1241,-2102,000.0,Grazing
3416,11644,-7910,-899,-141,-860,-520,3522,841,000.0,Grazing
374,9790,-11116,-1094,187,-746,469,-2273,-3292,000.0,Grazing
3085,8970,-10423,-540,-236,-1008,543,4242,-299,000.0,Grazing
2302,7782,-10840,-778,-93,-950,2100,1952,-391,000.0,Grazing
608,14406,-9999,-417,-108,-1084,4297,-968,-3295,000.0,Grazing
1645,9924,-12149,-339,-460,-967,-2310,1847,2998,000.0,Grazing
-2588,9501,-14908,-279,-395,-1014,1476,-3384,2025,000.0,Grazing
2547,12800,-7951,-1399,353,-262,-5623,7396,-6809,000.0,Grazing
1592,9640,-9390,-1310,185,-491,136,5532,1304,000.0,Grazing
-3424,9959,-11029,-1324,337,-423,8,-4695,4970,000.0,Grazing
528,8029,-10145,803,1292,435,2777,-1887,-3169,000.0,Grazing
2363,8309,-8102,376,1553,238,687,1306,-9757,000.0,Grazing
1321,17083,-11042,519,1454,547,2799,2133,5567,000.0,Grazing
-2728,12266,-10080,496,1469,569,3565,-1863,141,000.0,Grazing
2883,8964,-8111,-48,1593,531,3448,3822,-3624,000.0,Grazing
3766,9026,-9635,-659,1475,416,-541,3792,-981,000.0,Grazing
-3906,15130,-12826,-1416,624,-115,-325,-2300,-1446,000.0,Grazing
1081,10883,-11480,-1249,284,-591,-37,3274,-3659,000.0,Grazing
-896,12085,-10230,-1326,909,180,1083,-2068,3224,000.0,Grazing
672,5859,-8977,-308,1570,580,955,-1052,-7212,000.0,Grazing
191,9041,-10657,-337,1547,561,-237,2292,-694,000.0,Grazing
3114,8120,-12837,-291,1581,285,-5794,3243,393,000.0,Grazing
2806,10828,-10223,880,1210,438,943,-1628,2100,000.0,Grazing
-1659,10165,-5804,946,1054,-234,-4404,76,-4164,000.0,Grazing
-2364,8454,-10086,-397,1572,597,-98,1574,-521,000.0,Grazing
-6017,16396,-13784,-788,1444,524,-4287,3586,3336,000.0,Grazing
1868,3833,-4033,-746,1410,665,1341,2888,-678,000.0,Grazing
-1343,9201,-12798,-840,1408,437,-425,-4357,4345,000.0,Grazing
3050,6636,-6521,-456,1500,653,-66,4645,-2366,000.0,Grazing
1054,11866,-8977,-433,1547,601,2956,2506,2120,000.0,Grazing
-890,9895,-10939,85,1566,631,1772,-3326,5435,000.0,Grazing
1310,14283,-7796,755,1341,419,227,-5088,2134,000.0,Grazing
-3265,11822,-10184,738,1373,342,3968,2875,-5454,000.0,Grazing
-99,6331,-10122,565,1452,471,1583,-1869,5249,000.0,Grazing
-3401,12271,-9516,166,1568,605,3719,5533,5438,000.0,Grazing
-442,10003,-11681,160,1484,811,5403,-2935,-1350,000.0,Grazing
-2407,8725,-12018,351,1562,560,757,3333,1188,000.0,Grazing
5873,10513,-5095,-228,1637,425,-3861,-1745,-307,000.0,Grazing
67,9448,-8544,-641,1467,619,2276,4743,2957,000.0,Grazing
1888,10546,-13985,633,1392,288,3579,3208,1498,000.0,Grazing
-5884,14116,-14766,693,1411,304,-222,-444,1829,000.0,Grazing
-2375,10399,-9910,904,1196,53,2330,2678,7215,000.0,Grazing
-4850,12330,-10147,736,1362,39,-5159,-3186,4732,000.0,Grazing
1558,12464,-11602,-730,1461,618,-1295,7334,408,000.0,Grazing
657,7425,-10106,-967,1347,342,-1641,1043,2905,000.0,Grazing
-4973,14353,-13295,-1178,1149,365,199,-4734,337,000.0,Grazing
540,11378,-13301,-1339,706,-120,-672,-5860,-2160,000.0,Grazing
-405,7587,-14430,-1292,800,-202,-90,-639,2752,001.8,Grazing
1112,5114,-17017,-1218,958,-131,2754,-332,3830,000.0,Grazing
-1107,9162,-8554,-1262,1077,131,5139,-3071,1141,000.0,Grazing
2486,8933,-10588,291,1583,517,-1242,-287,-620,000.0,Grazing
1873,9776,-8678,428,1550,415,-3404,6233,3506,000.0,Grazing
-4842,12845,-11668,559,1496,429,-1799,-2548,1580,000.0,Grazing
-1188,4840,-12215,751,1378,285,6092,1516,8166,000.0,Grazing
-2869,13524,-7460,-224,1512,846,4781,-7032,7046,000.0,Grazing
161,12324,-10446,447,1499,596,2243,-109,2916,000.0,Grazing
355,13213,-8501,625,1402,464,572,94,3157,000.0,Grazing
3161,5746,-12423,-89,1603,576,4468,1406,7577,000.0,Grazing
-211,8669,-12916,-1301,940,104,393,609,89,000.0,Grazing
4992,6570,-12290,-1429,674,82,996,7390,3608,000.0,Grazing
-2010,8273,-12241,-296,1646,349,-2733,1297,-4604,004.5,Grazing
-4663,6488,-13823,-823,1423,473,-1415,5520,-5162,000.0,Grazing
-4482,14491,-10472,-90,1589,536,-33,-993,-1513,000.0,Standing-Resting
2576,10711,-12009,404,1537,480,951,5927,-6447,000.0,Standing-Resting
432,11528,-9208,753,1373,302,-3324,-3458,-468,000.0,Standing-Resting
-3988,4140,-13204,455,1555,397,2221,-7209,12228,000.0,Standing-Resting
2641,9275,-8587,1062,914,-153,-1392,3542,1094,001.7,Grazing
-612,9458,-9295,1068,394,-489,-2554,798,-3621,000.0,Grazing
1903,5531,-8910,1144,734,-189,2394,-2931,11403,000.0,Grazing
-401,12959,-12930,1004,0,-587,1979,-525,19,000.0,Grazing
2777,12717,-9873,651,-122,-852,-10657,-2837,-4140,000.0,Grazing
1667,9919,-13371,1021,239,-541,4862,-1911,2617,000.0,Grazing
-2199,11898,-15139,637,-156,-806,1005,-1454,2074,000.0,Grazing
625,11520,-10619,538,-273,-828,-158,-1300,-885,000.0,Grazing
-2735,11872,-8175,114,1572,477,-2180,3371,-9344,000.0,Grazing
-5087,12258,-10274,-1,1526,551,-836,373,6255,000.0,Grazing
-3815,9513,-11344,-305,1475,746,2212,3688,-3357,000.0,Grazing
6436,4609,-9136,-267,1532,538,-4865,9604,6634,000.0,Grazing
-992,9675,-9639,-1064,-94,-729,1842,2432,-5886,000.0,Grazing
-398,11272,-12602,-767,-121,-937,-146,2256,-1916,000.0,Grazing
1315,10173,-10654,-1179,257,-600,-618,-1504,3235,000.0,Grazing
13292,6050,-5731,1102,-234,686,-1366,54,89,000.0,Lying-Resting
12076,7913,-6403,1162,-58,621,-86,752,425,000.0,Lying-Resting
11920,7911,-6510,1142,-222,532,253,893,-255,000.0,Lying-Resting
11525,8524,-6537,1178,-126,532,96,871,102,000.0,Lying-Resting
11704,8113,-6258,1169,-161,529,17,1051,382,000.0,Lying-Resting
11647,8293,-6223,1157,-171,526,78,900,129,000.0,Lying-Resting
11230,8765,-6674,1211,-45,524,-402,1373,112,000.0,Lying-Ruminating
11090,8617,-6589,1177,-58,555,163,986,21,000.0,Lying-Ruminating
11281,8831,-6239,1166,-63,556,39,1096,-3,000.0,Lying-Ruminating
11126,8751,-6548,1174,-66,545,-112,935,-110,000.0,Lying-Ruminating
10894,9374,-6671,1220,-37,513,43,1081,80,000.0,Lying-Ruminating
10733,9980,-6188,1208,21,513,188,1465,-310,000.0,Lying-Ruminating
10639,8265,-7559,1214,20,527,-868,635,730,000.0,Lying-Ruminating
10778,8467,-7262,1228,-18,506,277,1119,243,000.0,Lying-Ruminating
10972,9023,-6963,1228,-16,520,661,403,232,000.0,Lying-Ruminating
10777,8647,-7299,1224,-16,521,406,1146,87,000.0,Lying-Ruminating
9906,9027,-7603,1249,36,453,366,1080,-49,000.0,Lying-Ruminating
9848,8521,-7755,1246,22,473,795,911,-158,000.0,Lying-Ruminating
10012,9500,-7343,1215,22,455,-24,1056,254,000.0,Lying-Ruminating
9885,9422,-7301,1244,42,461,55,960,198,000.0,Lying-Ruminating
10893,9489,-6356,1160,-31,484,245,1041,36,000.0,Lying-Ruminating
10362,9038,-7100,1219,-28,488,138,1091,88,000.0,Lying-Ruminating
10745,8824,-6011,1199,-97,486,77,1084,747,000.0,Lying-Ruminating
10200,9531,-6918,1210,47,481,-411,1370,-246,000.0,Lying-Ruminating
9587,10320,-7054,1236,149,505,393,555,350,000.0,Lying-Ruminating
9303,10467,-6522,1241,132,512,-41,1548,-516,000.0,Lying-Ruminating
9268,9642,-7259,1218,87,492,758,982,-190,000.0,Lying-Ruminating
9574,9370,-7778,1231,100,426,-249,774,100,000.0,Lying-Ruminating
9694,10311,-6895,1233,79,440,122,1380,-29,000.0,Lying-Ruminating
10661,9574,-6855,1220,36,502,243,809,333,000.0,Lying-Ruminating
10503,8969,-7184,1213,59,508,175,1036,134,000.0,Lying-Ruminating
10595,9506,-7265,1228,28,479,280,956,-104,000.0,Lying-Ruminating
10610,8801,-6432,1177,-2,547,629,1108,866,000.0,Lying-Ruminating
10788,9635,-6483,1202,12,507,705,857,-454,000.0,Lying-Ruminating
10527,9782,-6868,1227,20,523,-371,745,513,000.0,Lying-Ruminating
10322,10384,-5701,1196,56,520,-58,1585,-412,000.0,Lying-Ruminating
9400,8871,-8133,1227,63,423,276,1066,125,000.0,Lying-Ruminating
9609,8802,-8492,1244,71,425,-97,1277,-84,000.0,Lying-Ruminating
9497,9663,-7831,1225,49,421,63,912,262,000.0,Lying-Ruminating
9435,9449,-7736,1247,70,432,-6,1097,-249,000.0,Lying-Ruminating
9382,8876,-7955,1235,82,424,-275,692,335,000.0,Lying-Ruminating
9902,9595,-7485,1234,69,427,624,696,34,000.0,Lying-Ruminating
9502,8461,-8131,1228,53,422,390,1111,-92,000.0,Lying-Ruminating
10585,9390,-6483,1186,-22,525,49,927,153,000.0,Lying-Ruminating
10528,9698,-6546,1195,23,524,12,913,303,000.0,Lying-Ruminating
10564,9508,-6433,1186,59,544,168,947,102,000.0,Lying-Ruminating
10528,9457,-6617,1154,10,537,48,1082,5,000.0,Lying-Ruminating
10650,9788,-6233,1181,24,550,480,630,428,000.0,Lying-Ruminating
9991,9088,-7340,1198,37,509,-528,997,166,000.0,Lying-Ruminating
10711,9036,-7004,1206,-29,493,-371,987,784,000.0,Lying-Ruminating
10265,10266,-6182,1218,-2,487,-125,1190,-208,000.0,Lying-Ruminating
10304,9706,-6680,1238,31,498,-259,1070,-25,000.0,Lying-Ruminating
10396,9391,-6849,1196,28,498,194,994,130,000.0,Lying-Ruminating
10418,9779,-6759,1200,50,508,-70,673,455,000.0,Lying-Ruminating
9616,9402,-7891,1246,58,419,156,678,26,000.0,Lying-Ruminating
9477,9231,-8173,1241,78,436,94,766,506,000.0,Lying-Ruminating
10253,9132,-7426,1235,78,475,179,1020,8,000.0,Lying-Ruminating
10073,9839,-7122,1222,53,472,-425,973,287,000.0,Lying-Ruminating
10131,9341,-7438,1216,59,459,324,887,113,000.0,Lying-Ruminating
9738,9056,-7871,1221,58,462,-83,618,490,000.0,Lying-Ruminating
10382,9115,-7371,1213,11,493,60,956,77,000.0,Lying-Ruminating
10550,9011,-7393,1194,28,489,-312,831,472,000.0,Lying-Ruminating
10400,8723,-7517,1192,21,475,-217,933,83,000.0,Lying-Ruminating
10191,9324,-7201,1228,63,512,19,1148,168,000.0,Lying-Ruminating
10224,8692,-7445,1166,38,494,347,1006,203,000.0,Lying-Ruminating
10312,8991,-7395,1231,15,496,562,725,143,000.0,Lying-Ruminating
10578,9495,-7016,1191,39,482,29,883,162,000.0,Lying-Ruminating
10271,9062,-7536,1242,51,488,190,748,280,000.0,Lying-Ruminating
9959,9304,-7640,1216,54,463,186,989,327,000.0,Lying-Ruminating
9579,8727,-7882,1221,41,460,611,914,265,000.0,Lying-Ruminating
